Buyer Name,Type,Industry,Count,Tot Value,Average Size,Minimum Size,Maximum Size,Average Premium,Minimum Premium,Maximum Premium
CJ CheilJedang Corp,Strategic,Food,1,10.5087,10.5087,10.5087,10.5087,,0,0
Stock Management International,Strategic,Leisure Facilities & Services,1,4.05,4.05,4.05,4.05,,0,0
Britannia Hospitality Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Nicky Foods Co,Strategic,Food,1,16.2198,16.2198,16.2198,16.2198,,0,0
Four Seas Mercantile Holdings Ltd,Strategic,Wholesale - Consumer Staples,1,4.99355,4.99355,4.99355,4.99355,,0,0
Guangdong Chengxi Kehui Investment Holdings Co Ltd,Strategic,Asset Management,1,,,,,,0,0
World Trade Ventures Ltd,Strategic,Asset Management,1,14,14,14,14,,0,0
Falfurrias Capital Partners LP,Strategic,Asset Management,1,,,,,,0,0
QingSong Fund,Strategic,Asset Management,1,,,,,,0,0
Rhodium Trust,Strategic,Specialty Finance,1,5.5,5.5,5.5,5.5,,0,0
Coca-Cola Femsa SAB de CV,Strategic,Beverages,1,575,575,575,575,,0,0
Lotte Logistics Corp/Old,Strategic,Transportation & Logistics,1,574.548,574.548,574.548,574.548,,0,0
Kraft Group/The,Strategic,Containers & Packaging,1,40,40,40,40,,0,0
Source Code Capital,Strategic,Asset Management,1,57.8828,57.8828,57.8828,57.8828,,0,0
Agra Group,Strategic,Food,1,,,,,,0,0
Amara at Paraiso/FL,Strategic,Leisure Facilities & Services,1,19.8,19.8,19.8,19.8,,0,0
Wasabi Management Co Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
EL Chico Restaurants Inc,Strategic,Leisure Facilities & Services,1,28,28,28,28,,0,0
Mutares SE & Co KGaA,Strategic,Asset Management,1,,,,,,0,0
Ginger SAS,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Hoot Owl Restaurants LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
B-Flexion Treasury Ltd,Strategic,Asset Management,1,18,18,18,18,,0,0
KH Investment Inc,Strategic,Asset Management,1,,,,,,0,0
New Frontier Japan Investment Co Ltd,Strategic,Asset Management,1,,,,,,0,0
Cowen Inc,Strategic,Institutional Financial Svcs,1,,,,,,0,0
SRS Korea Co Ltd,Strategic,Leisure Facilities & Services,1,2.76132,2.76132,2.76132,2.76132,,0,0
Specialty Traditional Foodhub Pte Ltd,Strategic,Wholesale - Consumer Staples,1,0.185925,0.185925,0.185925,0.185925,,0,0
Kerry Group PLC,Strategic,Food,1,86.32,86.32,86.32,86.32,,0,0
NZ Restaurant Holdings Ltd,Strategic,Specialty Finance,1,131.619,131.619,131.619,131.619,26.78,0,0
Muy Mucho Group LP,Strategic,Leisure Facilities & Services,1,19,19,19,19,,0,0
DAWUSHAN FARM TECHNOLOGY CO LTD,Strategic,Food,1,11.5752,11.5752,11.5752,11.5752,,0,0
Mayfair Capital Investment Management Ltd,Strategic,Asset Management,1,,,,,,0,0
Ardian SAS,Strategic,Asset Management,1,,,,,,0,0
Beijing Tongchuang Jinding Investment Management Ltd,Strategic,Asset Management,1,,,,,,0,0
Oizumi Foods Co Ltd,Strategic,Leisure Facilities & Services,1,0.109116,0.109116,0.109116,0.109116,,0,0
Chuetsu Clean Service Co Ltd,Strategic,Real Estate Services,1,,,,,,0,0
Praesidian Capital Corp,Strategic,Asset Management,1,9.5,9.5,9.5,9.5,,0,0
Capital Enterprise Ltd,Strategic,Consumer Services,1,,,,,,0,0
HIG Europe Ltd,Strategic,Asset Management,1,,,,,,0,0
Dymocks Pty Ltd,Strategic,Retail - Discretionary,1,,,,,,0,0
Ah Ventures India Pvt Ltd,Strategic,Asset Management,1,,,,,,0,0
Sun Holdings LLC/DE,Strategic,Institutional Financial Svcs,1,7.5,7.5,7.5,7.5,,0,0
Sonae SGPS SA,Strategic,Retail - Consumer Staples,1,,,,,,0,0
Xingmi Capital,Strategic,Asset Management,1,14.541,14.541,14.541,14.541,,0,0
amana Inc,Strategic,Advertising & Marketing,1,0.008354,0.008354,0.008354,0.008354,,0,0
Village Juicery Inc,Strategic,Retail - Consumer Staples,1,,,,,,0,0
Russian Direct Investment Fund Management Co,Strategic,Asset Management,1,,,,,,0,0
Charter Communications Inc/Old,Strategic,Cable & Satellite,1,80,80,80,80,,0,0
Southrock Capital LLC,Strategic,Asset Management,1,48.2,48.2,48.2,48.2,,0,0
Romano's Macaroni Grill Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Okinawa Techno Create KK,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Ya'an Yucheng Industrial Development Co Ltd,Strategic,Asset Management,1,8.1843,8.1843,8.1843,8.1843,,0,0
Wework Inc/NY,Strategic,Real Estate Services,1,1.5,1.5,1.5,1.5,,0,0
Lurca SA,Strategic,Leisure Facilities & Services,1,42.3045,42.3045,42.3045,42.3045,,0,0
Bettermonday Korea Co Ltd,Strategic,Leisure Facilities & Services,1,0.7764,0.7764,0.7764,0.7764,,0,0
Paladin Capital Group,Strategic,Asset Management,1,20.3034,20.3034,20.3034,20.3034,,0,0
PRO Restaurants Oy,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Maison van de Boer BV,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Carlson Inc,Strategic,Leisure Facilities & Services,1,50,50,50,50,,0,0
New Tokyo Restaurant Co Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
CORUM Spolka zoo,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Thesleff Group Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
NYMET Inc/FL,Strategic,Internet Media & Services,1,,,,,,0,0
PM Burger LLC,Strategic,Asset Management,1,,,,,,0,0
Walden Venture Capital,Strategic,Asset Management,1,6.5,6.5,6.5,6.5,,0,0
Kazu-Technica Co Ltd,Strategic,Electrical Equipment,1,3.79558,3.79558,3.79558,3.79558,,0,0
Nakadai Seisakusho KK,Strategic,"Forestry, Paper & Wood Products",1,5.0988,5.0988,5.0988,5.0988,,0,0
Waterland Private Equity Investments BV,Strategic,Asset Management,1,,,,,,0,0
Future Food Fund Inc,Strategic,Asset Management,1,2.63753,2.63753,2.63753,2.63753,,0,0
Axfood AB,Strategic,Retail - Consumer Staples,1,,,,,,0,0
Duke Street Capital Ltd,Strategic,Asset Management,1,344.581,344.581,344.581,344.581,,0,0
Firetrail Investments Pty Ltd,Strategic,Asset Management,1,89.0256,89.0256,89.0256,89.0256,,0,0
OM2 Dining Co Ltd,Strategic,Leisure Facilities & Services,1,35,35,35,35,,0,0
Tovani Benzaquen Ingredients,Strategic,Chemicals,1,,,,,,0,0
R20 Ltd,Strategic,Asset Management,1,192.33,192.33,192.33,192.33,,0,0
Middleby Corp/The,Strategic,Machinery,1,,,,,,0,0
Best Burger First LLC,Strategic,Asset Management,1,,,,,,0,0
Homes KK,Strategic,Real Estate Services,1,3.49268,3.49268,3.49268,3.49268,,0,0
HMF7 Pty Ltd,Strategic,Leisure Facilities & Services,1,0.397861,0.397861,0.397861,0.397861,,0,0
Zabeel Investments LLC,Strategic,Asset Management,1,,,,,,0,0
U-Next Holdings Co Ltd,Strategic,Internet Media & Services,1,,,,,,0,0
Mitsui Matsushima Holdings Co Ltd,Strategic,Metals & Mining,1,,,,,,0,0
Sunfaro KK,Strategic,Real Estate Services,1,,,,,,0,0
Ibersol Restauracao SA,Strategic,Leisure Facilities & Services,1,1.22342,1.22342,1.22342,1.22342,,0,0
Best Property First LLC,Strategic,Asset Management,1,,,,,,0,0
Tasty D'Lites LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Mitsui & Co Ltd,Strategic,Steel,1,20,20,20,20,,0,0
Ivanhoe Cambridge Inc,Strategic,Real Estate Owners & Developers,1,200,200,200,200,,0,0
Kindler Capital LLC,Strategic,Asset Management,1,2,2,2,2,,0,0
Hainan Xingyuchen Investment Group Co Ltd,Strategic,Leisure Facilities & Services,1,42.918,42.918,42.918,42.918,,0,0
MF Fund Management,Strategic,Real Estate Services,1,23.7944,23.7944,23.7944,23.7944,,0,0
Chopstix Noodle Bar Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Alcanna Inc,Strategic,Retail - Consumer Staples,1,,,,,,0,0
Asahi Shokuhin Co Ltd,Strategic,Wholesale - Consumer Staples,1,,,,,,0,0
Tyson New Ventures LLC,Strategic,Asset Management,1,4,4,4,4,,0,0
Core Elements KK,Strategic,Entertainment Content,1,,,,,,0,0
Austin's Top Dog LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
ENEOS Innovation Partners GK,Strategic,Asset Management,1,17.1199,17.1199,17.1199,17.1199,,0,0
Suzhou Oriza Holdings Co Ltd,Strategic,Asset Management,1,35,35,35,35,,0,0
Octopus Ventures Ltd,Strategic,Asset Management,1,,,,,,0,0
COG Marketers Ltd,Strategic,Food,1,,,,,,0,0
Phoenix Mills Ltd/The,Strategic,Real Estate Services,1,0.06448,0.06448,0.06448,0.06448,,0,0
ADF Cos,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Base Capital LLC,Strategic,Institutional Financial Svcs,1,26,26,26,26,,0,0
Champps Entertainment Inc,Strategic,Leisure Facilities & Services,1,11.35,11.35,11.35,11.35,,0,0
Goodpatch Inc,Strategic,IT Services,1,,,,,,0,0
Turbostart Global Events LLP,Strategic,Asset Management,1,1.7,1.7,1.7,1.7,,0,0
Tybourne Capital Management HK Ltd,Strategic,Asset Management,1,96,96,96,96,,0,0
Lotte Shopping Co Ltd,Strategic,Retail - Discretionary,1,574.548,574.548,574.548,574.548,,0,0
Silom Road Pty Ltd,Strategic,Leisure Facilities & Services,1,9.41967,9.41967,9.41967,9.41967,,0,0
FJH Investment Co,Strategic,Leisure Facilities & Services,1,8.9,8.9,8.9,8.9,,0,0
Amka Holding AS,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Westgate Acquisitions Corp,Strategic,Metals & Mining,1,,,,,,0,0
FoodTech Capital Inc,Strategic,Software,1,18.522,18.522,18.522,18.522,,0,0
Breeze Investment Co Ltd,Strategic,Asset Management,1,7.65225,7.65225,7.65225,7.65225,,0,0
PlayBuzz Ltd,Strategic,Software,1,1.5,1.5,1.5,1.5,,0,0
Shenzhen Congbi Qiushi Investment Management Co Ltd,Strategic,Asset Management,1,,,,,,0,0
Red Mountain Retail Group Inc,Strategic,Real Estate Services,1,1.6,1.6,1.6,1.6,,0,0
Brothers Coffee Ventures Sdn Bhd,Strategic,Leisure Facilities & Services,1,5.5152,5.5152,5.5152,5.5152,,0,0
MPS Logistics Co Ltd,Strategic,Transportation & Logistics,1,,,,,,0,0
Arigatou Services Co Ltd,Strategic,Retail - Discretionary,1,,,,,,0,0
Pontos Oy,Strategic,Asset Management,1,,,,,,0,0
Seedra Ventures,Strategic,Asset Management,1,10.5,10.5,10.5,10.5,,0,0
Enviro-Serv Inc,Strategic,Asset Management,1,0.075,0.075,0.075,0.075,,0,0
DIAFA Investment Holding Rsc Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Daniels Corporate Advisory Co Inc,Strategic,Asset Management,1,,,,,,0,0
Corstone Asia Co Ltd,Strategic,Asset Management,1,59.983,59.983,59.983,59.983,,0,0
Inter IKEA Systems BV,Strategic,Retail - Discretionary,1,,,,,,0,0
Osmington Inc,Strategic,Real Estate Services,1,90.9565,90.9565,90.9565,90.9565,,0,0
DST Global,Strategic,Asset Management,1,980,980,980,980,,0,0
Mercury Fund,Strategic,Asset Management,1,7,7,7,7,,0,0
Clear Channel Outdoor Holdings Inc,Strategic,Publishing & Broadcasting,1,80,80,80,80,,0,0
CNL Restaurant Properties Inc,Strategic,REIT,1,20,20,20,20,,0,0
Oporto Co Stores Pty Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Whitehole SL,Strategic,Asset Management,1,,,,,,0,0
DRY Soda Inc,Strategic,Wholesale - Consumer Staples,1,,,,,,0,0
Alpha Food Ltd,Strategic,Food,1,6.4,6.4,6.4,6.4,,0,0
Northern Management Group LLC,Strategic,Real Estate Services,1,44,44,44,44,,0,0
Carlisle Restaurants Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Integral Venture Partners SARL,Strategic,Asset Management,1,,,,,,0,0
Tervita Corp/Old,Strategic,Commercial Support Services,1,,,,,,0,0
Oak Fund Ltd,Strategic,Asset Management,1,13.916,13.916,13.916,13.916,,0,0
Globalbees Brands Pvt Ltd,Strategic,E-Commerce Discretionary,1,,,,,,0,0
Vulpes Investment Management Pte Ltd,Strategic,Asset Management,1,12,12,12,12,,0,0
Daphni SAS,Strategic,Asset Management,1,11.215,11.215,11.215,11.215,,0,0
SG Private Equity,Strategic,Asset Management,1,29.6555,29.6555,29.6555,29.6555,,0,0
Argenta Holding Srl,Strategic,Unclassifiable,1,,,,,,0,0
Ocean Link Partners Ltd,Strategic,Asset Management,1,50,50,50,50,,0,0
PTG Energy PCL,Strategic,Oil & Gas Supply Chain,1,6.12683,6.12683,6.12683,6.12683,,0,0
Ajwcs Sinergi Tiga PT,Strategic,Asset Management,1,6.4,6.4,6.4,6.4,,0,0
Villa Enterprises Inc,Strategic,Leisure Facilities & Services,1,4.68,4.68,4.68,4.68,,0,0
Liberty Digital Inc,Strategic,Publishing & Broadcasting,1,80,80,80,80,,0,0
PedalStart Technology Pvt Ltd,Strategic,Asset Management,1,0.45,0.45,0.45,0.45,,0,0
Freedom Boat Club LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Declaration Partners LP,Strategic,Asset Management,1,190,190,190,190,,0,0
Buccheri Group Pty Ltd,Strategic,Beverages,1,0.9295,0.9295,0.9295,0.9295,,0,0
KEEN Venture Partners LLP,Strategic,Asset Management,1,47.3424,47.3424,47.3424,47.3424,,0,0
InnTown Properties Ltd,Strategic,Real Estate Owners & Developers,1,5.01738,5.01738,5.01738,5.01738,,0,0
MTG Ventures KK,Strategic,Asset Management,1,2.576,2.576,2.576,2.576,,0,0
Schultze Asset Management LP,Strategic,Asset Management,1,,,,,,0,0
Ikemori Venture Support GK,Strategic,Asset Management,1,1.8262,1.8262,1.8262,1.8262,,0,0
Belyj Parus OOO,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Shanjia Investment Hainan Co Ltd,Strategic,Asset Management,1,,,,,,0,0
Shanghai Jinbang Equity Investment Management Co Ltd,Strategic,Asset Management,1,27.936,27.936,27.936,27.936,,0,0
International Food Solutions Inc/FL,Strategic,Commercial Support Services,1,,,,,,0,0
Virtual Dining Concepts LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Planet First Partners,Strategic,Asset Management,1,25.392,25.392,25.392,25.392,,0,0
Daiichi Life Group Inc,Strategic,Insurance,1,,,,,,0,0
Navigator Global Investments Ltd,Strategic,Asset Management,1,190,190,190,190,,0,0
Lavender Lingerie LLC,Strategic,Apparel & Textile Products,1,16.5,16.5,16.5,16.5,,0,0
Cento Ventures,Strategic,Asset Management,1,,,,,,0,0
Q Capital Partners Co Ltd,Strategic,Specialty Finance,1,59.983,59.983,59.983,59.983,,0,0
Shorepoint Capital Partners LLC,Strategic,Asset Management,1,,,,,,0,0
EG Foodservice Ltd,Strategic,Retail - Discretionary,1,46,46,46,46,,0,0
Lotte Chilsung Beverage Co Ltd,Strategic,Beverages,1,574.548,574.548,574.548,574.548,,0,0
Kyoritsu Printing Co Ltd,Strategic,Commercial Support Services,1,9.04995,9.04995,9.04995,9.04995,,0,0
Aishin KK,Strategic,Retail - Discretionary,1,0.917681,0.917681,0.917681,0.917681,,0,0
Jaya Bersama Indo Tbk PT,Strategic,Leisure Facilities & Services,1,25.7132,25.7132,25.7132,25.7132,,0,0
Cambridge Cos SPG LLC,Strategic,Asset Management,1,4,4,4,4,,0,0
International Holding Co PJSC,Strategic,Asset Management,1,,,,,,0,0
Centerplate Inc,Strategic,Commercial Support Services,1,,,,,,0,0
Opus 2 International Ltd,Strategic,Commercial Support Services,1,,,,,,0,0
Socadif - Soc de Capital Developpement d'Ile de France SA,Strategic,Asset Management,1,,,,,,0,0
Pacific General Holdings LLC,Strategic,Asset Management,1,,,,,,0,0
Servex BV,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Flightwater Ltd,Strategic,Asset Management,1,,,,,,0,0
Iwagin Jigyo Souzou Capital Co Ltd,Strategic,Asset Management,1,,,,,,0,0
360 ONE WAM Ltd,Strategic,Asset Management,1,8.50575,8.50575,8.50575,8.50575,,0,0
Equinox SA,Strategic,Asset Management,1,,,,,,0,0
Savor Ltd,Strategic,Beverages,1,8.8088,8.8088,8.8088,8.8088,,0,0
DSM-Firmenich AG,Strategic,Chemicals,1,4,4,4,4,,0,0
Naniwa KK,Strategic,Wholesale - Consumer Staples,1,,,,,,0,0
QB Capital LLC,Strategic,Asset Management,1,17.1199,17.1199,17.1199,17.1199,,0,0
Golub Capital BDC Inc,Strategic,Asset Management,1,35,35,35,35,,0,0
Shenzhen Decent Investment Co Ltd,Strategic,Asset Management,1,,,,,,0,0
China National Aviation Co Ltd,Strategic,Transportation & Logistics,1,8.10287,8.10287,8.10287,8.10287,,0,0
TC Global Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Gosh Holding Ltd,Strategic,Asset Management,1,2.90301,2.90301,2.90301,2.90301,,0,0
Stonehenge Growth Capital LLC,Strategic,Asset Management,1,14,14,14,14,,0,0
CKE Asia Holdco Cayman Ltd,Strategic,Leisure Facilities & Services,1,0.366,0.366,0.366,0.366,,0,0
Oceanic Fortress Holdings Ltd,Strategic,Asset Management,1,12.75,12.75,12.75,12.75,,0,0
Front Land Properties Ltd,Strategic,Real Estate Owners & Developers,1,3.59044,3.59044,3.59044,3.59044,,0,0
Felofin SpA,Strategic,Specialty Finance,1,,,,,,0,0
Macedonian Hotels SA,Strategic,Leisure Facilities & Services,1,6.46647,6.46647,6.46647,6.46647,,0,0
Finaccess Capital SA de CV,Strategic,Asset Management,1,301,301,301,301,,0,0
Xinjiang Fire Extinguishing Equipment Installation & Maintenance Co Ltd,Strategic,Commercial Support Services,1,,,,,,0,0
New Tokyo Foods Co Ltd,Strategic,Leisure Facilities & Services,1,1.55229,1.55229,1.55229,1.55229,,0,0
Relish Investments,Strategic,Asset Management,1,136.667,136.667,136.667,136.667,58.4158,0,0
Kiwa Corp Co Ltd,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Hawesko Holding SE,Strategic,Retail - Consumer Staples,1,,,,,,0,0
Premium Casual Dining Ltd,Strategic,Leisure Facilities & Services,1,38.2873,38.2873,38.2873,38.2873,,0,0
Active Partners Investments LLP,Strategic,Asset Management,1,,,,,,0,0
Arborview Capital LLC,Strategic,Asset Management,1,2,2,2,2,,0,0
Astra Land Indonesia PT,Strategic,Real Estate Owners & Developers,1,,,,,,0,0
American West Restaurant Group LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Everyi Capital Advisory Ltd,Strategic,Asset Management,1,,,,,,0,0
Saddle Peak LLC,Strategic,Leisure Facilities & Services,1,,,,,,0,0
QSRP Services AG,Strategic,E-Commerce Discretionary,1,,,,,,0,0
Mark Birley Holdings Ltd,Strategic,Specialty Finance,1,9.5,9.5,9.5,9.5,,0,0
Dave & Buster's Entertainment Inc,Strategic,Leisure Facilities & Services,1,835,835,835,835,,0,0
Pearle Hospitality Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Coffee Tea Or Me Cafe Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Mint Capital Advisers Ltd,Strategic,Asset Management,1,8.00085,8.00085,8.00085,8.00085,,0,0
K Investments Ltd,Strategic,Specialty Finance,1,,,,,,0,0
Green Shoot Partners,Strategic,Asset Management,1,,,,,,0,0
Plandai Biotechnology Inc,Strategic,Food,1,,,,,,0,0
Pacific Avenue Capital Partners LLC,Strategic,Asset Management,1,16,16,16,16,,0,0
RSXYZ PCL,Strategic,Technology Hardware,1,,,,,,0,0
Berkshire Partners LLC,Strategic,Asset Management,1,,,,,,0,0
Morgana Ltd,Strategic,Commercial Support Services,1,11.2661,11.2661,11.2661,11.2661,,0,0
Shioi Kosan GK,Strategic,Asset Management,1,296.71,296.71,296.71,296.71,37.87,0,0
PF2BY Holdings Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
Ultra Way Ltd/Hong Kong,Strategic,Asset Management,1,0.64275,0.64275,0.64275,0.64275,,0,0
Actis China Ltd,Strategic,Asset Management,1,50,50,50,50,,0,0
Intelligent Oud Co for Trading,Strategic,Household Products,1,15.8547,15.8547,15.8547,15.8547,,0,0
Federation of Malaysia,Strategic,Sovereign Government,1,724.204,724.204,724.204,724.204,15.46,0,0
Beijing Changxin Construction & Investment Co Ltd,Strategic,Engineering & Construction,1,6.16789,6.16789,6.16789,6.16789,,0,0
Argosy Capital Group Inc,Strategic,Asset Management,1,,,,,,0,0
9450-4214 QUEBEC Inc,Strategic,Asset Management,1,,,,,,0,0
Catch NYC Inc,Strategic,Leisure Facilities & Services,1,1.7,1.7,1.7,1.7,,0,0
Limestone Capital AG,Strategic,Asset Management,1,,,,,,0,0
Inspira Global Foundation,Strategic,Asset Management,1,,,,,,0,0
Soul Foods Ltd,Strategic,Leisure Facilities & Services,1,7.5,7.5,7.5,7.5,,0,0
Quality Foods KK,Strategic,Leisure Facilities & Services,1,,,,,,0,0
O'Hagan's Investment Holdings Ltd,Strategic,Leisure Facilities & Services,1,1.80393,1.80393,1.80393,1.80393,,0,0
Shanghai Wuyun Information Technology Co Ltd,Strategic,Wholesale - Discretionary,1,1.445,1.445,1.445,1.445,,0,0
Qualcomm Ventures LLC,Strategic,Asset Management,1,1,1,1,1,,0,0
Mebuki Financial Group Inc,Strategic,Banking,1,,,,,,0,0
Maryland Technology Development Corp,Strategic,Asset Management,1,31,31,31,31,,0,0
ARGES Private Equity Inc,Strategic,Asset Management,1,51.807,51.807,51.807,51.807,,0,0
Kyushu Food Service Corp,Strategic,Leisure Facilities & Services,1,0.520676,0.520676,0.520676,0.520676,,0,0
Unternehmensgruppe Theo Mueller GmbH & Co KG,Strategic,Food,1,,,,,,0,0
Hua Hing Seafood Restaurant Sdn Bhd,Strategic,Leisure Facilities & Services,1,0.4302,0.4302,0.4302,0.4302,,0,0
J2 Capital Management Inc,Strategic,Asset Management,1,15,15,15,15,,0,0
Akuranvyka USA Inc,Strategic,Leisure Facilities & Services,1,,,,,,0,0
BlissCo Cannabis Corp,Strategic,Tobacco & Cannabis,1,,,,,,0,0
CICC Capital,Strategic,Specialty Finance,1,,,,,,0,0
Azimut Grupp OOO,Strategic,Specialty Finance,1,,,,,,0,0
AEA Investors LP,Strategic,Asset Management,1,,,,,,0,0
Delmar Co Ltd/Japan,Strategic,Food,1,,,,,,0,0
Tai Hing Group Holdings Ltd,Strategic,Leisure Facilities & Services,1,11.9443,11.9443,11.9443,11.9443,,0,0
An-Shin Food Services Co Ltd,Strategic,Leisure Facilities & Services,1,3.5661,3.5661,3.5661,3.5661,,0,0
Qingdao Yilong Hotel Management Co Ltd,Strategic,Real Estate Owners & Developers,1,14.0742,14.0742,14.0742,14.0742,,0,0
